,Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Contract Date,Property Type,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Land Lease Expiry,Normalized Price,longitude,latitude
1980,CENTRIUM SQUARE,320 Serangoon Road #11 -11,66,Strata,1790100,27123,13-Apr-16,Office,New Sale,8,21,218108,Central Region,Kallang,99999,,103.865163649543,1.30275121635194
1981,CHINATOWN POINT,133 New Bridge Road #15 -07,69,Strata,1400000,20290,13-Apr-16,Office,Resale,1,5,59413,Central Region,Outram,2079,,103.757451263299,1.31641321892514
1982,GOLDEN MILE COMPLEX,"5001 Beach Road #03 -49,50",36,Strata,400000,11111,13-Apr-16,Office,Resale,7,19,199588,Central Region,Kallang,2068,,103.875314006629,1.38718725573372
1983,NEWEST,1 West Coast Drive #01 -05,63,Strata,1926000,30571,13-Apr-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.757451263299,1.31641321892514
1984,INTERNATIONAL PLAZA,10 Anson Road #20 -07,135,Strata,2500000,18519,12-Apr-16,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,-1,-1
1985,NEWEST,1 West Coast Drive #01 -32,26,Strata,1475000,56731,11-Apr-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.757451263299,1.31641321892514
1986,MAXWELL HOUSE,20 Maxwell Road #02 -04,36,Strata,615000,17083,11-Apr-16,Office,Resale,1,6,69113,Central Region,Outram,2068,,103.849358869172,1.29045407468311
1987,NEWEST,"1 West Coast Drive #01 -10,23,24,25",269,Strata,8646131,32142,11-Apr-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.844111318107,1.29815265394506
1988,HIGH STREET PLAZA,77 High Street #08 -05,57,Strata,1289400,22621,8-Apr-16,Office,Resale,6,17,179433,Central Region,Downtown Core,2826,,103.850272637854,1.29180789601988
1989,SINGAPORE SHOPPING CENTRE,190 Clemenceau Avenue #03 -11,48,Strata,690000,14375,8-Apr-16,Retail,Resale,9,23,239924,Central Region,Museum,2047,,103.853356159052,1.30166216224295
1990,PENINSULA SHOPPING COMPLEX,3 Coleman Street #04 -36,20,Strata,590000,29500,7-Apr-16,Retail,Resale,6,17,179804,Central Region,Downtown Core,2827,,103.851184244325,1.29118501249664
1991,THE BENCOOLEN,180 Bencoolen Street #01 -03,39,Strata,2100000,53846,7-Apr-16,Retail,Resale,7,18,189646,Central Region,Rochor,2094,,103.856932443349,1.30907778902532
1992,THE ADELPHI,1 Coleman Street #04 -15,25,Strata,660000,26400,7-Apr-16,Office,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.888998018255,1.31610089372946
1993,TRIO,11 Sam Leong Road #01 -14,33,Strata,1500000,45455,6-Apr-16,Retail,New Sale,8,20,207903,Central Region,Kallang,99999,,103.818205177604,1.39876477543193
1994,FUYUEN COURT,520 Sims Avenue #02 -07,60,Strata,550000,9167,6-Apr-16,Office,Resale,14,38,387580,Central Region,Geylang,99999,,-1,-1
1995,N.A.,910D Upper Thomson Road,118,Strata,2700000,22881,5-Apr-16,Shop House,Resale,26,78,787112,North Region,Yishun,99999,,103.757451263299,1.31641321892514
1996,TANJONG PAGAR CONSERVATION AREA,37 Craig Road,167,Land,6500000,38899,4-Apr-16,Shop House,Resale,2,8,89675,Central Region,Outram,2088,,103.851184244325,1.29118501249664
1997,NEWEST,1 West Coast Drive #01 -20,63,Strata,1926000,30571,1-Apr-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.757451263299,1.31641321892514
1998,THE ADELPHI,1 Coleman Street #05 -05,89,Strata,2150000,24157,31-Mar-16,Office,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.757451263299,1.31641321892514
1999,NEWEST,1 West Coast Drive #01 -21,63,Strata,1959236,31099,31-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.853037816787,1.30302427590084
2000,NEWEST,1 West Coast Drive #01 -19,63,Strata,1979887,31427,31-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.757451263299,1.31641321892514
2001,SIM LIM SQUARE,1 Rochor Canal Road #01 -30,39,Strata,1850000,47436,31-Mar-16,Retail,Resale,7,18,188504,Central Region,Rochor,2082,,103.887282842683,1.3143149968066
2002,NEWEST,1 West Coast Drive #01 -18,63,Strata,1920490,30484,30-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.803397287789,1.28759518939873
2003,N.A.,"617,617A Geylang Road",143,Land,2900000,20237,30-Mar-16,Shop House,Resale,14,38,389556,Central Region,Geylang,99999,,103.757451263299,1.31641321892514
2004,QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -39A,13,Strata,545000,41923,30-Mar-16,Retail,Resale,3,14,149053,Central Region,Queenstown,99999,,-1,-1
2005,NEWEST,1 West Coast Drive #01 -17,63,Strata,1920490,30484,30-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.859419372486,1.3011700966517
2006,PRUDENTIAL TOWER,30 Cecil Street #20 -01,1098,Strata,33090400,30137,29-Mar-16,Office,Resale,1,4,49712,Central Region,Downtown Core,2095,,103.833961913093,1.30450609984441
2007,KAMPONG GLAM CONSERVATION AREA,"62,62A Arab Street",103,Land,4500000,43817,29-Mar-16,Shop House,Resale,7,19,199759,Central Region,Rochor,99999,,103.854497441286,1.30151284603753
2008,LUCKY PLAZA,304 Orchard Road #03 -11,36,Strata,1500000,41667,29-Mar-16,Retail,Resale,9,23,238863,Central Region,Orchard,99999,,103.842889374276,1.31782868139701
2009,FU LU SHOU COMPLEX,149 Rochor Road #03 -23,45,Strata,998000,22178,28-Mar-16,Retail,Resale,7,18,188425,Central Region,Rochor,2079,,-1,-1
2010,GOLDHILL PLAZA,1 Goldhill Plaza #02 -15,110,Strata,2010000,18273,28-Mar-16,Office,Resale,11,30,308899,Central Region,Novena,2971,,103.898989823682,1.3169162628122
2011,TELOK AYER CONSERVATION AREA,83 Amoy Street,260,Land,20250000,77975,28-Mar-16,Shop House,Resale,1,6,69902,Central Region,Outram,2826,,-1,-1
2012,MILLAGE,55 Changi Road #B1 -25,10,Strata,606000,60600,28-Mar-16,Retail,Sub Sale,14,41,419709,Central Region,Geylang,99999,,103.757451263299,1.31641321892514
2013,PS100,100 Peck Seah Street #07 -09,45,Strata,1650000,36667,28-Mar-16,Office,Resale,2,7,79333,Central Region,Outram,2110,,103.746025843729,1.40002893292858
2014,NEWEST,1 West Coast Drive #01 -04,67,Strata,1880000,28060,28-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.853275742831,1.31119207325576
2015,SBF CENTER,160 Robinson Road #25 -08,88,Strata,2829636,32155,24-Mar-16,Office,New Sale,1,6,68914,Central Region,Downtown Core,2110,,103.833792932243,1.30717698071191
2016,SOHO 188,188 Race Course Road #01 -02,44,Strata,1200000,27273,23-Mar-16,Retail,Resale,8,21,218612,Central Region,Rochor,99999,,103.757451263299,1.31641321892514
2017,FAR EAST PLAZA,14 Scotts Road #04 -124,40,Strata,2000000,50000,23-Mar-16,Retail,Resale,9,22,228213,Central Region,Orchard,99999,,103.766607320643,1.33448398620286
2018,NEWEST,1 West Coast Drive #01 -62,60,Strata,2100000,35000,23-Mar-16,Retail,New Sale,5,12,128020,West Region,Clementi,2884,,103.803397287789,1.28759518939873
2019,N.A.,36 Carpenter Street,470,Land,17300000,36785,23-Mar-16,Office,Resale,1,5,59915,Central Region,Singapore River,2040,,103.790000677857,1.3017332215462
2020,QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -39H,13,Strata,700000,53846,23-Mar-16,Retail,Resale,3,14,149053,Central Region,Queenstown,99999,,103.851991651511,1.30711597229473
2021,ONE-NORTH RESIDENCES,9 One-North Gateway #01 -44,33,Strata,780000,23636,23-Mar-16,Retail,Resale,5,13,138643,Central Region,Queenstown,2104,,-1,-1
2022,LITTLE INDIA CONSERVATION AREA,101 Serangoon Road,113,Land,5700000,50667,22-Mar-16,Shop House,Resale,8,21,218006,Central Region,Rochor,2094,,103.887216149582,1.33637945097049
2023,OXLEY TOWER,138 Robinson Road #02 -09,17,Strata,880000,51765,22-Mar-16,Retail,New Sale,1,6,68906,Central Region,Downtown Core,99999,,-1,-1
2024,TAI SENG POINT,11 Irving Place #01 -13,16,Strata,1078410,67401,21-Mar-16,Retail,New Sale,13,36,369551,Central Region,Toa Payoh,99999,,-1,-1
2025,TONG ENG BUILDING,"101 Cecil Street #10 -08,09",118,Strata,3175000,26907,21-Mar-16,Office,Resale,1,6,69533,Central Region,Downtown Core,2884,,103.901732825043,1.31052065219179
2026,GSH PLAZA,20 Cecil Street #06 -02,48,Strata,1652693,34431,18-Mar-16,Office,New Sale,1,4,49705,Central Region,Downtown Core,2088,,103.880190196309,1.34963982805914
2027,N.A.,261 Joo Chiat Road,131,Strata,2350000,17939,18-Mar-16,Shop House,Resale,15,42,427515,Central Region,Geylang,99999,,103.862331661034,1.30231590504577
2028,PRESTIGE POINT,398 Upper Paya Lebar Road #01 -03,57,Strata,1711500,30026,17-Mar-16,Retail,Resale,19,53,534986,North East Region,Hougang,99999,,103.880190196309,1.34963982805914
2029,CITY GATE,371 Beach Road #B1 -42,40,Strata,1689000,42225,17-Mar-16,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,-1,-1
2030,PRESTIGE POINT,398 Upper Paya Lebar Road #01 -05,53,Strata,1588850,29978,17-Mar-16,Retail,Resale,19,53,534986,North East Region,Hougang,99999,,103.853037816787,1.30302427590084
2031,MAXWELL HOUSE,20 Maxwell Road #10 -06,25,Strata,488000,19520,17-Mar-16,Office,Resale,1,6,69113,Central Region,Outram,2068,,-1,-1
2032,SIM LIM SQUARE,1 Rochor Canal Road #06 -22,51,Strata,1300000,25490,17-Mar-16,Retail,Resale,7,18,188504,Central Region,Rochor,2082,,103.84921712944,1.28998869553167
2033,PS100,"100 Peck Seah Street #10 -01,10,11,12,19,20",244,Strata,8908125,36509,17-Mar-16,Office,Resale,2,7,79333,Central Region,Outram,2110,,103.880190196309,1.34963982805914
2034,HIGH STREET CENTRE,1 North Bridge Road #15 -10,73,Strata,1061100,14536,17-Mar-16,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.875314006629,1.38718725573372
2035,PRESTIGE POINT,398 Upper Paya Lebar Road #01 -04,50,Strata,1499650,29993,17-Mar-16,Retail,Resale,19,53,534986,North East Region,Hougang,99999,,103.851184244325,1.29118501249664
2036,INTERNATIONAL PLAZA,10 Anson Road #20 -16,219,Strata,4006900,18296,16-Mar-16,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.891500511283,1.31419129803568
2037,THE ADELPHI,1 Coleman Street #09 -10,66,Strata,1756540,26614,16-Mar-16,Office,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.878329825749,1.35469895424799
2038,GRANDLINK SQUARE,511 Guillemard Road #02 -35,206,Strata,2280000,11068,15-Mar-16,Retail,Resale,14,39,399849,Central Region,Geylang,99999,,-1,-1
2039,SPAZIO @ KOVAN,767 Upper Serangoon Road #02 -07,70,Strata,2221940,31742,15-Mar-16,Retail,New Sale,19,53,534635,North East Region,Hougang,99999,,103.911720115974,1.30948276318531
2040,SUNTEC CITY,9 Temasek Boulevard #37 -03,272,Strata,7618200,28008,14-Mar-16,Office,Resale,1,3,38989,Central Region,Downtown Core,2088,,103.803397287789,1.28759518939873
2041,VIBES @ EAST COAST,308 Telok Kurau Road #01 -12,38,Strata,1030000,27105,11-Mar-16,Retail,Resale,15,42,423858,East Region,Bedok,99999,,103.775210534952,1.34276877838709
2042,QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -37J,13,Strata,643000,49462,11-Mar-16,Retail,Resale,3,14,149053,Central Region,Queenstown,99999,,103.849176263468,1.30107053775784
2043,N.A.,"9,9A Cheong Chin Nam Road",198,Land,5300000,26808,10-Mar-16,Shop House,Resale,21,59,599734,Central Region,Bukit Timah,99999,,103.833792932243,1.30717698071191
2044,PEACE CENTRE/MANSIONS,"1 Sophia Road #01 -39,43",52,Strata,880000,16923,10-Mar-16,Retail,Resale,9,22,228149,Central Region,Rochor,2069,,103.907753050444,1.31786863391223
2045,FAR EAST PLAZA,14 Scotts Road #05 -123,20,Strata,888000,44400,10-Mar-16,Retail,Resale,9,22,228213,Central Region,Orchard,99999,,103.901888571632,1.30468470970715
2046,N.A.,324M Changi Road,115,Strata,1950000,16957,9-Mar-16,Shop House,Resale,14,41,419799,East Region,Bedok,99999,,103.901515916971,1.30409731150953
2047,THE ODEON KATONG,11 East Coast Road #01 -16,29,Strata,1150000,39655,7-Mar-16,Retail,Resale,15,42,428722,Central Region,Marine Parade,99999,,103.838458241918,1.29818975608486
2048,KATONG SHOPPING CENTRE,865 Mountbatten Road #01 -84,15,Strata,770000,51333,7-Mar-16,Retail,Resale,15,43,437844,Central Region,Marine Parade,99999,,-1,-1
2049,TAI WAH BUILDING,110 Killiney Road,360,Strata,9800000,27222,3-Mar-16,Retail,Resale,9,23,239549,Central Region,River Valley,99999,,103.852615587406,1.29926160404458
2050,PRUDENTIAL TOWER,"30 Cecil Street #23 -03,04",103,Strata,3326076,32292,1-Mar-16,Office,Resale,1,4,49712,Central Region,Downtown Core,2095,,-1,-1
2051,BYLANDS BUILDING,135 Middle Road #01 -08,36,Strata,540000,15000,1-Mar-16,Retail,Resale,7,18,188975,Central Region,Rochor,2077,,-1,-1
2052,PEOPLE~S PARK COMPLEX,1 Park Road #02 -K90,18,Strata,2080000,115556,26-Feb-16,Retail,Resale,1,5,59108,Central Region,Outram,2067,,-1,-1
2053,N.A.,"49,49A,49B,49C,53 New Bridge Road",508,Land,25000000,49184,24-Feb-16,Office,Resale,1,5,59402,Central Region,Singapore River,2050,,103.776539385406,1.34241264188644
2054,BLAIR PLAIN CONSERVATION AREA,13 Everton Road,134,Land,4450000,33333,23-Feb-16,Shop House,Resale,2,8,89369,Central Region,Bukit Merah,99999,,103.89873623675,1.3142831594765
2055,BEAUTY WORLD CENTRE,"144 Upper Bukit Timah Road #04 -18-28,38-67",1255,Strata,17500000,13944,18-Feb-16,Retail,Resale,21,58,588177,Central Region,Bukit Timah,2078,,103.827543203566,1.28935381698388
2056,N.A.,92 Joo Chiat Road,95,Land,2900000,30526,18-Feb-16,Shop House,Resale,15,42,427386,Central Region,Geylang,99999,,103.790000677857,1.3017332215462
2057,N.A.,"735,735A,735B Havelock Road",146,Land,4500000,30822,18-Feb-16,Shop House,Resale,3,16,169652,Central Region,Bukit Merah,99999,,103.776031354379,1.34316475314327
2058,ONE-NORTH RESIDENCES,9 One-North Gateway #01 -48,34,Strata,832000,24471,17-Feb-16,Retail,Resale,5,13,138643,Central Region,Queenstown,2104,,103.852395529501,1.30993670825954
2059,BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #01 -26,19,Strata,750000,39474,17-Feb-16,Retail,Resale,21,58,588179,Central Region,Bukit Timah,2882,,-1,-1
2060,RITZ @ FARRER,142 Race Course Road #01 -02,72,Strata,2550000,35417,16-Feb-16,Retail,New Sale,8,21,218593,Central Region,Rochor,99999,,103.768906450543,1.33645946838722
2061,SUNTEC CITY,"9 Temasek Boulevard #30 -01,02,03",1091,Strata,29000000,26581,15-Feb-16,Office,Resale,1,3,38989,Central Region,Downtown Core,2088,,103.892580778514,1.31881487007652
2062,N.A.,"1,1A Eng Kong Terrace",221,Land,4800000,21739,15-Feb-16,Shop House,Resale,21,59,598973,Central Region,Bukit Timah,99999,,103.851184244325,1.29118501249664
2063,PAYA LEBAR SQUARE,60 Paya Lebar Road #13 -02,88,Strata,1800000,20455,15-Feb-16,Office,Resale,14,40,409051,Central Region,Geylang,2110,,103.830114993422,1.28273363580509
2064,THE ADELPHI,1 Coleman Street #08 -04,149,Strata,3550000,23826,15-Feb-16,Office,Resale,6,17,179803,Central Region,Downtown Core,2827,,103.84166098599,1.43312283983182
2065,YONG SIAK VIEW,19 Yong Siak Street,132,Strata,3020000,22879,11-Feb-16,Shop House,Resale,3,16,168650,Central Region,Bukit Merah,99999,,103.771451483856,1.33491922799918
2066,JUNCTION NINE,18 Yishun Avenue 9 #02 -49,33,Strata,1280000,38788,5-Feb-16,Retail,Sub Sale,27,76,768897,North Region,Yishun,2112,,103.771451483856,1.33491922799918
2067,THE CENTRAL,12 Eu Tong Sen Street #06 -165,59,Strata,1555750,26369,4-Feb-16,Office,Resale,1,5,59819,Central Region,Singapore River,2100,,103.869917402518,1.36440985031695
2068,THE CENTRAL,12 Eu Tong Sen Street #06 -164,59,Strata,1555750,26369,4-Feb-16,Office,Resale,1,5,59819,Central Region,Singapore River,2100,,103.861851786604,1.30294523520252
2069,SERANGOON GARDEN ESTATE,"13,13A Lichfield Road",290,Land,4700000,16207,4-Feb-16,Shop House,Resale,19,55,556833,North East Region,Serangoon,2957,,103.861851786604,1.30294523520252
2070,SULTAN PLAZA,100 Jalan Sultan #01 -23,70,Strata,1038000,14829,3-Feb-16,Retail,Resale,7,19,199001,Central Region,Kallang,2077,,103.905279491524,1.30106975506311
2071,SULTAN PLAZA,100 Jalan Sultan #01 -25,50,Strata,742000,14840,3-Feb-16,Retail,Resale,7,19,199001,Central Region,Kallang,2077,,103.899071307063,1.31619855795409
2072,PARKWAY PARADE,80 Marine Parade Road #14 -08,148,Strata,2430000,16419,29-Jan-16,Office,Resale,15,44,449269,Central Region,Marine Parade,2078,,103.860828918228,1.29977475328951
2073,N.A.,"44,46 Changi Road",295,Land,11000000,37250,29-Jan-16,Shop House,Resale,14,41,419703,Central Region,Geylang,99999,,103.875314006629,1.38718725573372
2074,THE PLAZA,7500A Beach Road #04 -316,29,Strata,538200,18559,29-Jan-16,Office,Resale,7,19,199591,Central Region,Kallang,2067,,103.862331661034,1.30231590504577
2075,INTERNATIONAL PLAZA,10 Anson Road #33 -11,87,Strata,1873000,21529,28-Jan-16,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.850395374025,1.32572472557094
2076,CITY GATE,"371 Beach Road #01 -17,18",126,Strata,6309000,50071,27-Jan-16,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,-1,-1
2077,BALESTIER PLAZA,400 Balestier Road #02 -39,21,Strata,500000,23810,27-Jan-16,Retail,Resale,12,32,329802,Central Region,Novena,99999,,103.806721934494,1.33157773425158
2078,N.A.,45 Duxton Road,91,Land,3500000,38293,25-Jan-16,Shop House,Resale,2,8,89509,Central Region,Outram,2087,,103.893472115119,1.31478689719772
2079,N.A.,24 Greenwood Avenue,143,Strata,5000000,34965,25-Jan-16,Shop House,Resale,11,28,289221,Central Region,Bukit Timah,99999,,103.833961913093,1.30450609984441
2080,CITY PLAZA,810 Geylang Road #02 -111,22,Strata,1450000,65909,22-Jan-16,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.854573078182,1.30925505425585
2081,LUCKY PLAZA,304 Orchard Road #02 -60,36,Strata,2350000,65278,22-Jan-16,Retail,Resale,9,23,238863,Central Region,Orchard,99999,,103.862331661034,1.30231590504577
2082,N.A.,26 Desker Road,103,Land,3850000,37561,22-Jan-16,Shop House,Resale,8,20,209560,Central Region,Rochor,99999,,-1,-1
2083,CITY GATE,371 Beach Road #B1 -35,42,Strata,1298000,30905,22-Jan-16,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.861851786604,1.30294523520252
2084,TONG ENG BUILDING,101 Cecil Street #24 -07,56,Strata,1560000,27857,21-Jan-16,Office,Resale,1,6,69533,Central Region,Downtown Core,2884,,103.861851786604,1.30294523520252
2085,SULTAN PLAZA,100 Jalan Sultan #03 -10,38,Strata,475000,12500,20-Jan-16,Retail,Resale,7,19,199001,Central Region,Kallang,2077,,103.856932443349,1.30907778902532
2086,SULTAN PLAZA,100 Jalan Sultan #04 -40,29,Strata,430000,14828,20-Jan-16,Retail,Resale,7,19,199001,Central Region,Kallang,2077,,103.852526109528,1.32129563232504
2087,TRIO,11 Sam Leong Road #01 -07,22,Strata,1090000,49545,20-Jan-16,Retail,Sub Sale,8,20,207903,Central Region,Kallang,99999,,103.854178437733,1.30546069260304
2088,ROCCA BALESTIER,221 Balestier Road #01 -09,12,Strata,330000,27500,20-Jan-16,Retail,Resale,12,32,329928,Central Region,Novena,99999,,-1,-1
2089,LITTLE INDIA CONSERVATION AREA,30 Dickson Road,113,Strata,2500000,22124,19-Jan-16,Shop House,Resale,8,20,209512,Central Region,Rochor,2858,,-1,-1
2090,THE OCTAGON,105 Cecil Street #05 -00,213,Strata,5050000,23709,19-Jan-16,Office,Resale,1,6,69534,Central Region,Downtown Core,99999,,103.862331661034,1.30231590504577
2091,CHINATOWN PLAZA,34 Craig Road #01 -01,105,Strata,2270000,21619,18-Jan-16,Retail,Resale,2,8,89673,Central Region,Outram,99999,,103.847000342333,1.32622541606349
2092,CITY GATE,371 Beach Road #B1 -36,41,Strata,1367000,33341,15-Jan-16,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.849448612005,1.30064530196808
2093,WAI WING CENTRE,501 Balestier Road #01 -03,116,Strata,2000000,17241,13-Jan-16,Retail,Resale,12,32,329844,Central Region,Novena,99999,,-1,-1
2094,PARKLANE SHOPPING MALL,35 Selegie Road #02 -19,24,Strata,450000,18750,13-Jan-16,Retail,Resale,7,18,188307,Central Region,Rochor,2073,,-1,-1
2095,N.A.,10 Jalan Ismail,104,Strata,3300000,31731,12-Jan-16,Shop House,Resale,14,41,419264,East Region,Bedok,99999,,103.905836864653,1.32296627847384
2096,TANJONG PAGAR CONSERVATION AREA,42 Duxton Road,104,Land,4000000,38536,12-Jan-16,Shop House,Resale,2,8,89506,Central Region,Outram,2087,,103.948984028344,1.33316551035606
2097,N.A.,8 Jalan Ismail,107,Strata,3300000,30841,12-Jan-16,Shop House,Resale,14,41,419260,East Region,Bedok,99999,,103.746025843729,1.40002893292858
2098,GRAND BUILDING,17 Phillip Street #04 -00,195,Strata,3800000,19487,12-Jan-16,Office,Resale,1,4,48695,Central Region,Downtown Core,2826,,103.850803356823,1.29231764784278
2099,SBF CENTER,"160 Robinson Road #30 -01,02,10,11 ETC",2559,Strata,85463791,33397,11-Jan-16,Office,Sub Sale,1,6,68914,Central Region,Downtown Core,2110,,103.850803356823,1.29231764784278
