Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE RIVERSIDE PIAZZA,11 Keng Cheow Street #04 -10,137,Strata,1780000,12993,1207,20-Jun-17,Office,99 Yrs From 02/10/1992,Resale,1,5,59608,Central Region,Singapore River
BUKIT PASOH CONSERVATION AREA,57 Cantonment Road,122,Land,7030000,57670,5358,20-Jun-17,Shop House,Freehold,Resale,2,8,89755,Central Region,Outram
TONG ENG BUILDING,101 Cecil Street #13 -07,56,Strata,1440000,25714,2389,19-Jun-17,Office,999 Yrs From 08/06/1885,Resale,1,6,69533,Central Region,Downtown Core
N.A.,82 Desker Road,103,Land,2900000,28238,2623,16-Jun-17,Shop House,Freehold,Resale,8,20,209605,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan #04 -53,53,Strata,616680,11635,1081,16-Jun-17,Retail,99 Yrs From 02/05/1978,Resale,7,19,199001,Central Region,Kallang
OXLEY TOWER,138 Robinson Road #02 -19,13,Strata,835000,64231,5967,16-Jun-17,Retail,Freehold,Sub Sale,1,6,68906,Central Region,Downtown Core
ICON @ PASIR PANJANG,218 Pasir Panjang Road #02 -11,107,Strata,1688000,15776,1466,15-Jun-17,Retail,Freehold,Resale,5,11,118579,Central Region,Queenstown
THE ARCADE,11 Collyer Quay #03 -11,21,Strata,950000,45238,4203,14-Jun-17,Retail,99 Yrs From 01/10/1979,Resale,1,4,49317,Central Region,Downtown Core
EON SHENTON,"70 Shenton Way #17 -06,07",103,Strata,2200000,21359,1984,13-Jun-17,Office,99 Yrs From 06/10/2011,Sub Sale,2,7,79118,Central Region,Downtown Core
N.A.,34 Jalan Pari Burong,140,Strata,3208000,22914,2129,13-Jun-17,Shop House,Freehold,Resale,16,48,488700,East Region,Bedok
HIGH STREET PLAZA,77 High Street #03 -09,67,Strata,967500,14440,1342,13-Jun-17,Office,999 Yrs From 11/06/1827,Resale,6,17,179433,Central Region,Downtown Core
FOOK HAI BUILDING,150 South Bridge Road #10 -02,148,Strata,2000000,13514,1255,9-Jun-17,Office,99 Yrs From 18/01/1972,Resale,1,5,58727,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road #04 -06,38,Strata,1300000,34211,3178,9-Jun-17,Retail,99 Yrs From 08/04/1983,Resale,7,18,188504,Central Region,Rochor
WOODS SQUARE,10 Woodlands Square #02 -42,82,Strata,1700000,20732,1926,8-Jun-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737714,North Region,Woodlands
N.A.,"134,134A East Coast Road",130,Land,4500000,34642,3218,8-Jun-17,Shop House,Freehold,Resale,15,42,428819,Central Region,Marine Parade
AFRO-ASIA BUILDING,63 Robinson Road,1491,Land,170000000,114056,10596,8-Jun-17,Office,99 Yrs From 01/01/1952,Resale,1,6,68894,Central Region,Downtown Core
THE CITRON,1 Marne Road #01 -37,47,Strata,971500,20670,1920,7-Jun-17,Retail,Freehold,New Sale,8,20,208380,Central Region,Kallang
SUNTEC CITY,"9 Temasek Boulevard #35 -01,02,03",938,Strata,28776450,30679,2850,7-Jun-17,Office,99 Yrs From 01/03/1989,Resale,1,3,38989,Central Region,Downtown Core
SOHO LIFE,216 Joo Chiat Road #02 -04,32,Strata,490000,15313,1423,7-Jun-17,Office,Freehold,Resale,15,42,427483,Central Region,Geylang
BURLINGTON SQUARE,175A Bencoolen Street #08 -07,59,Strata,1275000,21610,2008,5-Jun-17,Office,99 Yrs From 10/06/1996,Resale,7,18,189650,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road #06 -11,86,Strata,680000,7907,735,5-Jun-17,Office,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
TELOK AYER CONSERVATION AREA,11 Ann Siang Road,109,Land,9100000,83486,7756,5-Jun-17,Shop House,999 Yrs From 01/10/1827,Resale,1,6,69691,Central Region,Outram
N.A.,395 Joo Chiat Road,198,Strata,2300000,11616,1079,2-Jun-17,Shop House,Freehold,Resale,15,42,427627,Central Region,Marine Parade
N.A.,114 Jalan Besar,109,Land,4100000,37615,3494,2-Jun-17,Shop House,Freehold,Resale,8,20,208834,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive #13 -15,157,Strata,3295000,20987,1950,1-Jun-17,Office,99 Yrs From 10/06/2013,Resale,22,60,608526,West Region,Jurong East
THE CITRON,1 Marne Road #01 -28,47,Strata,971000,20660,1919,1-Jun-17,Retail,Freehold,New Sale,8,20,208380,Central Region,Kallang
N.A.,66 Buffalo Road,75,Land,3450000,45939,4268,1-Jun-17,Shop House,99 Yrs From 29/10/1991,Resale,8,21,219807,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road #01 -65A,18,Strata,280000,15556,1445,31-May-17,Retail,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
N.A.,"101,101A,103 Killiney Road",232,Land,8450999,36427,3384,31-May-17,Shop House,Freehold,Resale,9,23,239544,Central Region,River Valley
KAMPONG GLAM CONSERVATION AREA,11 Bussorah Street,118,Land,5100000,43331,4026,30-May-17,Shop House,Freehold,Resale,7,19,199432,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road #08 -58,21,Strata,240000,11429,1062,30-May-17,Office,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
INTERNATIONAL PLAZA,10 Anson Road #19 -08A,90,Strata,1500000,16667,1548,30-May-17,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
INTERNATIONAL PLAZA,10 Anson Road #34 -13,92,Strata,1485000,16141,1500,30-May-17,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
KRETA AYER CONSERVATION AREA,39 Pagoda Street,115,Land,12200000,106457,9890,30-May-17,Shop House,Freehold,Resale,1,5,59198,Central Region,Outram
GOLDEN MILE COMPLEX,5001 Beach Road #08 -60,21,Strata,240000,11429,1062,30-May-17,Office,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
N.A.,"48,48A Onan Road",182,Land,2700000,14876,1382,29-May-17,Shop House,Freehold,Resale,15,42,424494,Central Region,Geylang
GEYLANG CONSERVATION AREA,2 Lorong 13 Geylang,150,Land,2900000,19295,1793,29-May-17,Shop House,Freehold,Resale,14,38,388640,Central Region,Geylang
INTERNATIONAL PLAZA,10 Anson Road #22 -11,87,Strata,1686000,19379,1800,29-May-17,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
WOODS SQUARE,12 Woodlands Square #02 -61,61,Strata,1175640,19273,1790,26-May-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
BLAIR PLAIN CONSERVATION AREA,87 Kampong Bahru Road,111,Land,2750000,24864,2310,26-May-17,Shop House,Freehold,Resale,3,16,169381,Central Region,Bukit Merah
BLAIR PLAIN CONSERVATION AREA,18 Everton Road,144,Land,3200000,22207,2063,26-May-17,Shop House,Freehold,Resale,2,8,89374,Central Region,Bukit Merah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -21,28,Strata,1680000,60000,5574,26-May-17,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,"42,44,46 Smith Street",259,Land,19500000,75406,7005,26-May-17,Shop House,200 Yrs From 27/05/1872,Resale,1,5,58954,Central Region,Outram
ORCHID HOTEL,1 Tras Link #02 -05,38,Strata,1038000,27316,2538,25-May-17,Office,99 Yrs From 02/10/2007,Resale,2,7,78867,Central Region,Outram
BALMORAL PLAZA,271 Bukit Timah Road #03 -15,209,Strata,2700000,12919,1200,25-May-17,Office,Freehold,Resale,10,25,259708,Central Region,Newton
N.A.,"34,34A,34B Keong Saik Road",99,Land,8128000,82018,7620,25-May-17,Shop House,Freehold,Resale,2,8,89141,Central Region,Outram
ORCHARD TOWERS,400 Orchard Road #06 -18,89,Strata,1750000,19663,1827,24-May-17,Office,Freehold,Resale,9,23,238875,Central Region,Orchard
N.A.,53 Bussorah Street,100,Land,5570000,55812,5185,23-May-17,Shop House,Freehold,Resale,7,19,199469,Central Region,Rochor
N.A.,106 Rangoon Road,115,Strata,1500000,13043,1212,23-May-17,Shop House,Freehold,Resale,8,21,218388,Central Region,Kallang
THE PROMENADE@PELIKAT,183 Jalan Pelikat #B2 -18,17,Strata,308000,18118,1683,23-May-17,Retail,Freehold,Resale,19,53,537643,North East Region,Hougang
THE ADELPHI,1 Coleman Street #02 -10,43,Strata,1250000,29070,2701,22-May-17,Retail,999 Yrs From 12/05/1828,Resale,6,17,179803,Central Region,Downtown Core
CITY GATE,371 Beach Road #B1 -49,32,Strata,1367000,42719,3969,22-May-17,Retail,99 Yrs From 15/04/2014,New Sale,7,19,199597,Central Region,Kallang
N.A.,"84,84A,84B Amoy Street",254,Land,17000000,67035,6228,19-May-17,Shop House,999 Yrs From 01/10/1827,Resale,1,6,69903,Central Region,Outram
SIM LIM TOWER,10 Jalan Besar #B1 -37,43,Strata,1160000,26977,2506,19-May-17,Retail,Freehold,Resale,8,20,208787,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit #B1 -04,31,Strata,890000,28710,2667,19-May-17,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SIM LIM TOWER,10 Jalan Besar #06 -06,54,Strata,780000,14444,1342,19-May-17,Office,Freehold,Resale,8,20,208787,Central Region,Rochor
SELETAR HILLS ESTATE,"26,26A Jalan Selaseh",202,Land,2850000,14088,1309,19-May-17,Shop House,999 Yrs From 01/01/1879,Resale,28,80,808445,North East Region,Serangoon
FURAMA CITY CENTRE SINGAPORE,60 Eu Tong Sen Street #01 -11,40,Strata,860000,21500,1997,18-May-17,Retail,99 Yrs From 19/10/1979,Resale,1,5,59804,Central Region,Outram
THE CENTRAL,8 Eu Tong Sen Street #13 -97,138,Strata,3861000,27978,2599,18-May-17,Office,99 Yrs From 02/01/2001,Resale,1,5,59818,Central Region,Singapore River
MAPLE WOODS,989 Bukit Timah Road #B1 -02,46,Strata,650000,14130,1313,17-May-17,Retail,Freehold,Resale,21,58,589629,Central Region,Bukit Timah
ORCHARD TOWERS,400 Orchard Road #02 -42,25,Strata,1380000,55200,5128,17-May-17,Retail,Freehold,Resale,9,23,238875,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road #02 -72,23,Strata,1500000,65217,6059,17-May-17,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
SEASTRAND,11 Pasir Ris Link #01 -49,64,Strata,1125000,17578,1633,16-May-17,Retail,99 Yrs From 03/01/2011,Resale,18,51,518180,East Region,Pasir Ris
WOODS SQUARE,12 Woodlands Square #06 -73,52,Strata,1032000,19846,1844,16-May-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
MING ARCADE,21 Cuscaden Road #B1 -07,16,Strata,405000,25313,2352,15-May-17,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
MING ARCADE,21 Cuscaden Road #B1 -06,18,Strata,455000,25278,2348,15-May-17,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit #B2 -15,32,Strata,1050000,32813,3048,15-May-17,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
KAMPONG GLAM CONSERVATION AREA,68 Arab Street,110,Land,4250000,38531,3580,12-May-17,Shop House,Freehold,Resale,7,19,199765,Central Region,Rochor
HIGHLAND CENTRE,22 Yio Chu Kang Road #02 -08,48,Strata,758888,15810,1469,12-May-17,Retail,Freehold,Resale,19,54,545535,North East Region,Hougang
N.A.,198 South Bridge Road,195,Land,11800000,60420,5613,12-May-17,Shop House,999 Yrs From 01/10/1877,Resale,1,5,58747,Central Region,Outram
LUCKY PLAZA,304 Orchard Road #B1 -68,18,Strata,1800000,100000,9290,12-May-17,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
THE STRADIA,78 Yio Chu Kang Road #01 -01,40,Strata,850000,21250,1974,12-May-17,Office,Freehold,Resale,19,54,545571,North East Region,Hougang
EMERALD GARDEN,31 Club Street #02 -02,78,Strata,2200000,28205,2620,11-May-17,Office,999 Yrs From 01/10/1827,Resale,1,6,69468,Central Region,Outram
SHENTON HOUSE,3 Shenton Way #02 -06,99,Strata,1210000,12222,1135,11-May-17,Retail,99 Yrs From 02/06/1969,Resale,1,6,68805,Central Region,Downtown Core
PAYA LEBAR SQUARE,60 Paya Lebar Road #08 -09,51,Strata,1043100,20453,1900,11-May-17,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
LITTLE INDIA CONSERVATION AREA,2 Dalhousie Lane,161,Land,4000000,24860,2310,11-May-17,Shop House,99 Yrs From 29/03/1994,Resale,8,20,209671,Central Region,Rochor
PS100,100 Peck Seah Street #09 -14,48,Strata,1328000,27667,2570,9-May-17,Office,99 Yrs From 13/04/2011,Sub Sale,2,7,79333,Central Region,Outram
JALAN BESAR PLAZA,"101 Kitchener Road #02 -43,44,45",69,Strata,1588000,23014,2138,8-May-17,Retail,Freehold,Resale,8,20,208511,Central Region,Kallang
TYRWHITT 139,139 Tyrwhitt Road #01 -03,39,Strata,1140000,29231,2716,8-May-17,Retail,Freehold,Resale,8,20,207557,Central Region,Kallang
THE CITRON,1 Marne Road #01 -27,49,Strata,957300,19537,1815,5-May-17,Retail,Freehold,New Sale,8,20,208380,Central Region,Kallang
N.A.,50 Blair Road,131,Land,3930000,29909,2779,5-May-17,Shop House,Freehold,Resale,2,8,89950,Central Region,Bukit Merah
INTERNATIONAL PLAZA,"10 Anson Road #32 -01,02,03,ETC",1268,Strata,23435000,18482,1717,5-May-17,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
N.A.,"17,19,21,23,25 Baghdad Street",455,Land,18990000,41782,3882,5-May-17,Shop House,Freehold,Resale,7,19,199664,Central Region,Rochor
LUCKY PLAZA,304 Orchard Road #03 -60,25,Strata,1450000,58000,5388,4-May-17,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
N.A.,120-126/A Rangoon Road,731,Land,20500000,28028,2604,3-May-17,Shop House,Freehold,Resale,8,21,218398,Central Region,Kallang
KATONG PLAZA,1 Brooke Road #03 -05,17,Strata,460000,27059,2514,2-May-17,Retail,9999 Yrs From 01/01/1980,Resale,15,42,429979,Central Region,Marine Parade
SBF CENTER,160 Robinson Road #26 -05,70,Strata,2260000,32286,2999,2-May-17,Office,99 Yrs From 21/12/2011,Sub Sale,1,6,68914,Central Region,Downtown Core
N.A.,137 Sims Avenue,117,Land,1820000,15609,1450,2-May-17,Shop House,Freehold,Resale,14,38,387459,Central Region,Geylang
WOODS SQUARE,12 Woodlands Square #03 -61,61,Strata,1142200,18725,1740,1-May-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #05 -72,52,Strata,1023700,19687,1829,29-Apr-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #05 -71,52,Strata,1023700,19687,1829,29-Apr-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
WOODS SQUARE,12 Woodlands Square #05 -73,52,Strata,1023700,19687,1829,29-Apr-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
GOLDHILL PLAZA,1 Goldhill Plaza #03 -27,110,Strata,2080000,18909,1757,28-Apr-17,Office,999 Yrs From 28/07/1973,Resale,11,30,308899,Central Region,Novena
N.A.,"28,30,32 Ann Siang Road",675,Land,52000000,77037,7157,28-Apr-17,Shop House,999 Yrs From 01/10/1827,Resale,1,6,69708,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road #21 -04,51,Strata,900000,17647,1639,28-Apr-17,Office,99 Yrs From 02/06/1969,Resale,6,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road #21 -05,93,Strata,1850000,19892,1848,28-Apr-17,Office,99 Yrs From 02/06/1969,Resale,6,17,179094,Central Region,Downtown Core
PAYA LEBAR SQUARE,60 Paya Lebar Road #13 -38,88,Strata,1838000,20886,1940,28-Apr-17,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
THE PLAZA,7500A Beach Road #13 -301,122,Strata,1962000,16082,1494,27-Apr-17,Office,99 Yrs From 03/09/1968,Resale,7,19,199591,Central Region,Kallang
QUEENSWAY SHOPPING CENTRE,1 Queensway #03 -01G,17,Strata,450000,26471,2459,27-Apr-17,Retail,Freehold,Resale,3,14,149053,Central Region,Queenstown
N.A.,582 Geylang Road,118,Land,2850000,24194,2248,27-Apr-17,Shop House,Freehold,Resale,14,38,389521,Central Region,Geylang
LE SHANTIER,519 Balestier Road #02 -03,90,Strata,950000,10556,981,26-Apr-17,Office,Freehold,Resale,12,32,329852,Central Region,Novena
QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -41A,11,Strata,510000,46364,4307,26-Apr-17,Retail,Freehold,Resale,3,14,149053,Central Region,Queenstown
LUCKY PLAZA,304 Orchard Road #03 -48,36,Strata,1850000,51389,4774,25-Apr-17,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
N.A.,92 Koon Seng Road,122,Strata,1250000,10246,952,24-Apr-17,Shop House,999 Yrs From 11/11/1983,Resale,15,42,427033,Central Region,Marine Parade
SIM LIM SQUARE,1 Rochor Canal Road #03 -58,28,Strata,760688,27167,2524,21-Apr-17,Retail,99 Yrs From 08/04/1983,Resale,7,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road #10 -05,126,Strata,1970000,15635,1453,21-Apr-17,Office,99 Yrs From 18/10/1980,Resale,7,18,188979,Central Region,Rochor
ORCHARD TOWERS,400 Orchard Road #01 -18,70,Strata,2900000,41429,3849,21-Apr-17,Retail,Freehold,Resale,9,23,238875,Central Region,Orchard
TANGLIN SHOPPING CENTRE,19 Tanglin Road #12 -01,158,Strata,3840000,24304,2258,21-Apr-17,Office,Freehold,Resale,10,24,247909,Central Region,Orchard
WOODS SQUARE,12 Woodlands Square #04 -71,52,Strata,968000,18615,1729,21-Apr-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
THE CENTRAL,8 Eu Tong Sen Street #15 -90,112,Strata,3316500,29612,2751,20-Apr-17,Office,99 Yrs From 02/01/2001,Resale,1,5,59818,Central Region,Singapore River
WOODS SQUARE,12 Woodlands Square #06 -66,52,Strata,983000,18904,1756,19-Apr-17,Office,99 Yrs From 15/07/2014,New Sale,25,73,737715,North Region,Woodlands
GOLDEN MILE COMPLEX,5001 Beach Road #01 -12,38,Strata,1200000,31579,2934,19-Apr-17,Office,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
CITY GATE,371 Beach Road #B1 -56,37,Strata,1256360,33956,3155,18-Apr-17,Retail,99 Yrs From 15/04/2014,New Sale,7,19,199597,Central Region,Kallang
PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -38,88,Strata,1800000,20455,1900,18-Apr-17,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
SUNTEC CITY,7 Temasek Boulevard #22 -03,362,Strata,8134000,22470,2087,18-Apr-17,Office,99 Yrs From 01/03/1989,Resale,1,3,38987,Central Region,Downtown Core
QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -41H,19,Strata,770000,40526,3765,18-Apr-17,Retail,Freehold,Resale,3,14,149053,Central Region,Queenstown
SUNHAVEN,781 Upper Changi Road East #01 -30,52,Strata,680000,13077,1215,18-Apr-17,Retail,Freehold,Resale,16,48,486069,East Region,Tampines
FORTUNE CENTRE,190 Middle Road #04 -22,39,Strata,800000,20513,1906,17-Apr-17,Retail,99 Yrs From 18/10/1980,Resale,7,18,188979,Central Region,Rochor
N.A.,"29,31 Tanjong Pagar Road",276,Land,21800000,79129,7351,17-Apr-17,Shop House,99 Yrs From 19/12/1994,Resale,2,8,88452,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan #03 -28,78,Strata,850000,10897,1012,17-Apr-17,Retail,99 Yrs From 02/06/1970,Resale,7,19,199018,Central Region,Kallang
TRIPLEONE SOMERSET,111 Somerset Road #08 -02,50,Strata,1425700,28514,2649,17-Apr-17,Office,99 Yrs From 19/02/1975,New Sale,9,23,238164,Central Region,Orchard
SBF CENTER,"160 Robinson Road #13 -07,08,09",183,Strata,5463975,29858,2774,17-Apr-17,Office,99 Yrs From 21/12/2011,Resale,1,6,68914,Central Region,Downtown Core
JALAN BESAR PLAZA,101 Kitchener Road #02 -16,89,Strata,2510000,28202,2620,13-Apr-17,Retail,Freehold,Resale,8,20,208511,Central Region,Kallang
LUCKY PLAZA,304 Orchard Road #B1 -70,19,Strata,2300000,121053,11246,13-Apr-17,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue #02 -40,37,Strata,1552200,41951,3897,13-Apr-17,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
PENINSULA PLAZA,111 North Bridge Road #05 -26,32,Strata,800000,25000,2323,13-Apr-17,Office,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
FAR EAST PLAZA,14 Scotts Road #05 -77,29,Strata,650000,22414,2082,13-Apr-17,Retail,Freehold,Resale,9,22,228213,Central Region,Orchard
CENTRIUM SQUARE,320 Serangoon Road #12 -08,57,Strata,1590200,27898,2592,12-Apr-17,Office,Freehold,New Sale,8,21,218108,Central Region,Kallang
N.A.,"44,44A,45,45A,46,46A Amoy Street",246,Land,12800000,52075,4838,12-Apr-17,Shop House,999 Yrs From 15/09/1832,Resale,1,6,69870,Central Region,Outram
VISION EXCHANGE,2 Venture Drive #08 -08,129,Strata,2820000,21860,2031,12-Apr-17,Office,99 Yrs From 10/06/2013,Resale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive #09 -08,129,Strata,2880000,22326,2074,11-Apr-17,Office,99 Yrs From 10/06/2013,Resale,22,60,608526,West Region,Jurong East
N.A.,106 Rangoon Road,115,Strata,1000000,8696,808,10-Apr-17,Shop House,Freehold,Resale,8,21,218388,Central Region,Kallang
TRIPLEONE SOMERSET,111 Somerset Road #07 -03,86,Strata,2435380,28318,2631,10-Apr-17,Office,99 Yrs From 19/02/1975,New Sale,9,23,238164,Central Region,Orchard
GOLDEN MILE COMPLEX,5001 Beach Road #03 -62G,13,Strata,178000,13692,1272,10-Apr-17,Retail,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
TELOK AYER CONSERVATION AREA,263 South Bridge Road,139,Land,7808888,56301,5230,10-Apr-17,Shop House,999 Yrs From 01/10/1823,Resale,1,5,58812,Central Region,Outram
PAYA LEBAR SQUARE,60 Paya Lebar Road #04 -28,45,Strata,883000,19622,1823,10-Apr-17,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
PAYA LEBAR SQUARE,60 Paya Lebar Road #08 -10,50,Strata,1022200,20444,1899,7-Apr-17,Office,99 Yrs From 25/07/2011,Resale,14,40,409051,Central Region,Geylang
SIME DARBY CENTRE,896 Dunearn Road,13089,Land,365000000,27886,2591,7-Apr-17,Office,999 Yrs From 07/05/1879,Resale,21,58,589472,Central Region,Bukit Timah
JURONG POINT,63 Jurong West Central 3 #03 -84,11,Strata,670000,60909,5659,6-Apr-17,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT,"1 Jurong West Central 2 #B1 -17,18",152,Strata,9700000,63816,5929,6-Apr-17,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
JURONG POINT,63 Jurong West Central 3 #03 -84A,13,Strata,650000,50000,4645,6-Apr-17,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT,"1 Jurong West Central 2 #B1 -14,15,16",186,Strata,10600000,56989,5294,6-Apr-17,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
JURONG POINT,"63 Jurong West Central 3 #03 -68,118,201 ETC",29159,Strata,1042000000,35735,3320,6-Apr-17,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT,"1 Jurong West Central 2 #B1 -12,13",199,Strata,10900000,54774,5089,6-Apr-17,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
